X,Y,publicaddress,caseNumber,precinct,reportedDate,reportedTime,beginDate,reportedDateTime,beginTime,offense,description,UCRCode,enteredDate,centergbsid,centerLong,centerLat,centerX,centerY,neighborhood,lastchanged,LastUpdateDateETL,OBJECTID
-93.2880390127287,44.9546380483156,0026XX LYNDALE AVE S,MP2021700649        ,5     ,2021/01/28 00:00:00+00,1004,2021/01/21 00:00:00+00,2021/01/28 10:04:00+00,1700,BIKETF  ,BIKE THEFT                    ,07,2021/01/29 00:00:00+00,16678,-93.28804768,44.95463813,-10384777,5614383,Whittier,2021/01/29 00:00:00+00,2021/03/21 07:00:19+00,649
-93.2303761546411,44.9869483182818,0012XX BROOK AVE SE,MP2021700659        ,2     ,2021/01/28 00:00:00+00,1440,2021/01/28 00:00:00+00,2021/01/28 14:40:00+00,30,THEFT   ,OTHER THEFT                   ,07 ,2021/01/29 00:00:00+00,25921,-93.23037773,44.98694969,-10378358,5619467,Como,2021/01/29 00:00:00+00,2021/03/21 07:00:19+00,650
-93.287005950152,44.9240968929049,0043XX GARFIELD AVE ,MP2021700663        ,5     ,2021/01/28 00:00:00+00,1505,2021/01/28 00:00:00+00,2021/01/28 15:05:00+00,1200,BURGD   ,BURGLARY OF DWELLING          ,06 ,2021/01/29 00:00:00+00,13768,-93.28701023,44.92410009,-10384662,5609580,King Field,2021/01/31 00:00:00+00,2021/03/21 07:00:19+00,651
-93.2713303484441,45.0176973362773,0027XX RANDOLPH ST NE,MP2021700665        ,2     ,2021/01/28 00:00:00+00,1616,2021/01/28 00:00:00+00,2021/01/28 16:16:00+00,130,TMVP    ,THEFT-MOTR VEH PARTS          ,07 ,2021/01/29 00:00:00+00,11075,-93.27133727,45.0177014,-10382917,5624308,Marshall Terrace,2021/01/29 00:00:00+00,2021/03/21 07:00:19+00,652
-93.2702972858674,44.9475049665521,0030XX 4TH AVE S,MP2021700669        ,3     ,2021/01/28 00:00:00+00,1718,2020/10/10 00:00:00+00,2021/01/28 17:18:00+00,1650,THEFT   ,OTHER THEFT                   ,07 ,2021/01/29 00:00:00+00,21338,-93.27030258,44.94750847,-10382802,5613261,Central,2021/01/29 00:00:00+00,2021/03/21 07:00:19+00,653
-93.2473453303581,44.9359197668358,,MP2021700675        ,3     ,2021/01/28 00:00:00+00,2215,2021/01/27 00:00:00+00,2021/01/28 22:15:00+00,1500,THEFT   ,OTHER THEFT                   ,07 ,2021/01/29 00:00:00+00,,-93.24735,44.93592,-10380247,5611439,Standish,2021/01/29 00:00:00+00,2021/03/21 07:00:19+00,654
-93.2867364555667,44.961802024973,0021XX GARFIELD AVE ,MP202117815         ,5     ,2021/01/26 00:00:00+00,343,2021/01/26 00:00:00+00,2021/01/26 03:43:00+00,30,ASLT3   ,ASLT-SGNFCNT BDLY HM          ,05 ,2021/01/26 00:00:00+00,16110,-93.28673916,44.9618048,-10384632,5615510,Whittier,2021/02/01 00:00:00+00,2021/03/21 07:00:19+00,655
-93.2549989765788,44.952838967802,0027XX 14TH AVE S,MP202118754         ,3     ,2021/01/28 00:00:00+00,1347,2021/01/25 00:00:00+00,2021/01/28 13:47:00+00,0,BURGD   ,BURGLARY OF DWELLING          ,06 ,2021/02/01 00:00:00+00,18406,-93.25500518,44.95283952,-10381099,5614100,Midtown Phillips,2021/02/01 00:00:00+00,2021/03/21 07:00:19+00,656
-93.2723723941737,44.9756316266575,00008X 8TH ST S,MP202118800         ,1     ,2021/01/27 00:00:00+00,1444,2021/01/27 00:00:00+00,2021/01/27 14:44:00+00,1430,SHOPLF  ,SHOPLIFTING                   ,07 ,2021/01/27 00:00:00+00,17052,-93.27237593,44.97563254,-10383033,5617686,Downtown West,2021/02/01 00:00:00+00,2021/03/21 07:00:19+00,657
-93.2178626227333,44.9278685204725,0041XX 38TH AVE S,MP202118942         ,3     ,2021/01/28 00:00:00+00,726,2021/01/21 00:00:00+00,2021/01/28 07:26:00+00,2200,TMVP    ,THEFT-MOTR VEH PARTS          ,07 ,2021/02/01 00:00:00+00,12456,-93.21786713,44.92786888,-10376965,5610173,Hiawatha,2021/02/01 00:00:00+00,2021/03/21 07:00:19+00,658
-93.2594995361522,44.978815267675,0002XX PORTLAND AVE ,MP202119312         ,1     ,2021/01/28 00:00:00+00,845,2021/01/27 00:00:00+00,2021/01/28 08:45:00+00,1900,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2021/02/01 00:00:00+00,15554,-93.25950751,44.97882129,-10381600,5618187,Downtown East,2021/02/02 00:00:00+00,2021/03/21 07:00:19+00,659
-93.2956297768795,45.0020549384787,0022XX FREMONT AVE N,MP202119342         ,4     ,2021/01/28 00:00:00+00,928,2021/01/26 00:00:00+00,2021/01/28 09:28:00+00,2230,THEFT   ,OTHER THEFT                   ,07 ,2021/02/01 00:00:00+00,19597,-93.29563817,45.00205892,-10385622,5621845,Jordan,2021/02/01 00:00:00+00,2021/03/21 07:00:19+00,660
-93.258888681759,45.0019787165823,0014XX 6TH ST NE,MP202119350         ,2     ,2021/01/28 00:00:00+00,1000,2021/01/26 00:00:00+00,2021/01/28 10:00:00+00,2000,TMVP    ,THEFT-MOTR VEH PARTS          ,07 ,2021/02/01 00:00:00+00,16178,-93.25889495,45.00198358,-10381532,5621833,Sheridan,2021/02/01 00:00:00+00,2021/03/21 07:00:19+00,661
-93.2142693615968,44.9718822020049,0029XX 4TH ST SE,MP202120090         ,2     ,2021/01/29 00:00:00+00,715,2021/01/28 00:00:00+00,2021/01/29 07:15:00+00,2045,BURGB   ,BURGLARY OF BUSINESS          ,06 ,2021/02/01 00:00:00+00,21731,-93.21427495,44.97188715,-10376565,5617096,Prospect Park - East River Road,2021/02/09 00:00:00+00,2021/03/21 07:00:19+00,662
-93.2830174302905,44.9474731772161,0030XX PLEASANT AVE ,MP202120201         ,5     ,2021/01/29 00:00:00+00,1408,2021/01/29 00:00:00+00,2021/01/29 14:08:00+00,1115,ASLT2   ,ASSLT W/DNGRS WEAPON          ,05 ,2021/02/01 00:00:00+00,11376,-93.28302135,44.94747481,-10384218,5613256,Lyndale,2021/02/01 00:00:00+00,2021/03/21 07:00:19+00,663
-93.2516662268747,45.0131568447905,0007XX LOWRY AVE NE,MP202120789         ,2     ,2021/01/30 00:00:00+00,1400,2021/01/30 00:00:00+00,2021/01/30 14:00:00+00,200,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/02/01 00:00:00+00,11306,-93.2516688,45.01316173,-10380728,5623593,Holland,2021/02/01 00:00:00+00,2021/03/21 07:00:19+00,664
-93.2113678032291,44.9144472683553,0048XX SOUTH MINNEHAHA PARK DR ,MP202120973         ,3     ,2021/01/30 00:00:00+00,1131,2021/01/30 00:00:00+00,2021/01/30 11:31:00+00,1131,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2021/01/30 00:00:00+00,17786,-93.2113691,44.91445114,-10376242,5608063,Hiawatha,2021/02/01 00:00:00+00,2021/03/21 07:00:19+00,665
-93.252384879102,44.9260304394897,0042XX BLOOMINGTON AVE ,MP202121118         ,3     ,2021/01/30 00:00:00+00,1535,2021/01/30 00:00:00+00,2021/01/30 15:35:00+00,200,BURGD   ,BURGLARY OF DWELLING          ,06 ,2021/02/01 00:00:00+00,12243,-93.25238817,44.92603188,-10380808,5609884,Northrop,2021/02/01 00:00:00+00,2021/03/21 07:00:19+00,666
-93.295602827421,45.0212659733912,0036XX FREMONT AVE N,MP202121166         ,4     ,2021/01/30 00:00:00+00,1750,2021/01/30 00:00:00+00,2021/01/30 17:50:00+00,1620,ROBPAG  ,ROBBERY PER AGG               ,04 ,2021/02/01 00:00:00+00,10022,-93.2956041,45.02126793,-10385619,5624870,Folwell,2021/02/01 00:00:00+00,2021/03/21 07:00:19+00,667
-93.2689767623997,44.9600476644114,0022XX 5TH AVE S,MP202121294         ,3     ,2021/01/30 00:00:00+00,2041,2021/01/27 00:00:00+00,2021/01/30 20:41:00+00,0,TMVP    ,THEFT-MOTR VEH PARTS          ,07 ,2021/02/01 00:00:00+00,22558,-93.26897813,44.96005182,-10382655,5615234,Phillips West,2021/02/02 00:00:00+00,2021/03/21 07:00:19+00,668
-93.2511092713986,44.9600285949802,0022XX 16TH AVE S,MP202121333         ,3     ,2021/01/30 00:00:00+00,2005,2021/01/30 00:00:00+00,2021/01/30 20:05:00+00,2005,BURGD   ,BURGLARY OF DWELLING          ,06 ,2021/02/01 00:00:00+00,21466,-93.25111591,44.96003306,-10380666,5615231,Ventura Village,2021/02/01 00:00:00+00,2021/03/21 07:00:19+00,669
-93.3158957696893,44.9983644119295,0018XX VINCENT AVE N,MP202121346         ,4     ,2021/01/30 00:00:00+00,2017,2021/01/30 00:00:00+00,2021/01/30 20:17:00+00,2017,ASLT2   ,ASSLT W/DNGRS WEAPON          ,05 ,2021/02/01 00:00:00+00,14600,-93.31590154,44.9983691,-10387878,5621264,Willard - Hay,2021/02/01 00:00:00+00,2021/03/21 07:00:19+00,670
-93.3095087480192,45.0123376128855,0031XX QUEEN AVE N,MP202121377         ,4     ,2021/01/30 00:00:00+00,2111,2021/01/30 00:00:00+00,2021/01/30 21:11:00+00,2100,DASTR   ,DOMESTIC ASSAULT/STRANGULATION,05,2021/02/01 00:00:00+00,19853,-93.30951063,45.01233951,-10387167,5623464,Jordan,2021/02/01 00:00:00+00,2021/03/21 07:00:19+00,671
-93.2049897647119,44.919784340762,0046XX 46TH ST E,MP202121417         ,3     ,2021/01/30 00:00:00+00,2315,2021/01/29 00:00:00+00,2021/01/30 23:15:00+00,2000,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/02/01 00:00:00+00,22310,-93.20499233,44.91978766,-10375532,5608902,Hiawatha,2021/02/01 00:00:00+00,2021/03/21 07:00:19+00,672
-93.2893146204322,45.0230311600598,0037XX ALDRICH AVE N,MP202121438         ,4     ,2021/01/30 00:00:00+00,2339,2021/01/30 00:00:00+00,2021/01/30 23:39:00+00,1400,BURGD   ,BURGLARY OF DWELLING          ,06 ,2021/02/01 00:00:00+00,10013,-93.2893173,45.02303274,-10384919,5625148,McKinley,2021/02/01 00:00:00+00,2021/03/21 07:00:19+00,673
-93.3019539164797,45.0231264023973,0037XX KNOX AVE N,MP202121488         ,4     ,2021/01/31 00:00:00+00,33,2021/01/30 00:00:00+00,2021/01/31 00:33:00+00,2334,THEFT   ,OTHER THEFT                   ,07 ,2021/02/01 00:00:00+00,10248,-93.30196157,45.02313083,-10386326,5625163,Folwell,2021/02/01 00:00:00+00,2021/03/21 07:00:19+00,674
-93.3057178575202,45.0177354367806,0034XX NEWTON AVE N,MP202121553         ,4     ,2021/01/31 00:00:00+00,552,2021/01/31 00:00:00+00,2021/01/31 05:52:00+00,100,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/02/01 00:00:00+00,10456,-93.30572093,45.01773639,-10386745,5624314,Folwell,2021/02/01 00:00:00+00,2021/03/21 07:00:19+00,675
-93.2882995241611,44.9041788482592,0054XX LYNDALE AVE S,MP202121626         ,5     ,2021/01/31 00:00:00+00,408,2021/01/31 00:00:00+00,2021/01/31 04:08:00+00,408,BURGB   ,BURGLARY OF BUSINESS          ,06 ,2021/02/01 00:00:00+00,14675,-93.28830779,44.90417928,-10384806,5606449,Kenny,2021/02/01 00:00:00+00,2021/03/21 07:00:19+00,676
-93.2537233688754,45.0019850684109,0013XX MADISON ST NE,MP202121667         ,2     ,2021/01/31 00:00:00+00,800,2021/01/31 00:00:00+00,2021/01/31 08:00:00+00,735,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/02/01 00:00:00+00,21173,-93.25372449,45.00198818,-10380957,5621834,Logan Park,2021/02/01 00:00:00+00,2021/03/21 07:00:19+00,677
-93.2764687118693,44.9856648979063,0005XX 3RD ST N,MP202121676         ,1     ,2021/01/31 00:00:00+00,942,2021/01/31 00:00:00+00,2021/01/31 09:42:00+00,841,BURGD   ,BURGLARY OF DWELLING          ,06 ,2021/02/01 00:00:00+00,16906,-93.2764758,44.98566823,-10383489,5619265,North Loop,2021/02/01 00:00:00+00,2021/03/21 07:00:19+00,678
-93.2691654086094,44.8954613397219,0059XX DIAMOND LAKE LN ,MP202121689         ,3     ,2021/01/31 00:00:00+00,1002,2021/01/30 00:00:00+00,2021/01/31 10:02:00+00,1400,BURGD   ,BURGLARY OF DWELLING          ,06 ,2021/02/01 00:00:00+00,21344,-93.26916765,44.89546317,-10382676,5605079,Diamond Lake,2021/02/01 00:00:00+00,2021/03/21 07:00:19+00,679
-93.2957465578665,44.9483632719695,,MP202121691         ,5     ,2021/01/31 00:00:00+00,1000,2021/01/29 00:00:00+00,2021/01/31 10:00:00+00,2030,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/02/01 00:00:00+00,,-93.29575,44.94837,-10385635,5613396,Lowry Hill East,2021/02/01 00:00:00+00,2021/03/21 07:00:19+00,680
-93.2448480138683,44.9572126060633,0024XX OGEMA PL ,MP202121695         ,3     ,2021/01/31 00:00:00+00,1024,2021/01/30 00:00:00+00,2021/01/31 10:24:00+00,2330,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/02/01 00:00:00+00,21424,-93.24485196,44.9572173,-10379969,5614788,East Phillips,2021/02/01 00:00:00+00,2021/03/21 07:00:19+00,681
-93.2987469309154,45.0131695459681,0015XX LOWRY AVE N,MP202121727         ,4     ,2021/01/31 00:00:00+00,1556,2021/01/31 00:00:00+00,2021/01/31 15:56:00+00,1155,BURGB   ,BURGLARY OF BUSINESS          ,06 ,2021/02/01 00:00:00+00,10378,-93.29875015,45.01317576,-10385969,5623595,Jordan,2021/02/01 00:00:00+00,2021/03/21 07:00:19+00,682
-93.2822448791461,44.9429207625296,0002XX 33RD ST W,MP202121735         ,5     ,2021/01/31 00:00:00+00,1317,2021/01/30 00:00:00+00,2021/01/31 13:17:00+00,1200,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/02/01 00:00:00+00,11360,-93.28224766,44.94292538,-10384132,5612540,Lyndale,2021/02/01 00:00:00+00,2021/03/21 07:00:19+00,683
-93.2652218045121,44.9483505564274,,MP202121805         ,3     ,2021/01/31 00:00:00+00,1537,2021/01/29 00:00:00+00,2021/01/31 15:37:00+00,1700,THEFT   ,OTHER THEFT                   ,07 ,2021/02/01 00:00:00+00,,-93.26522,44.94835,-10382237,5613394,Phillips West,2021/02/01 00:00:00+00,2021/03/21 07:00:19+00,684
-93.2228303062545,44.9697531822879,0006XX HURON BLVD SE,MP202121808         ,2     ,2021/01/31 00:00:00+00,1600,2021/01/30 00:00:00+00,2021/01/31 16:00:00+00,1600,BURGD   ,BURGLARY OF DWELLING          ,06 ,2021/02/01 00:00:00+00,17584,-93.22283192,44.96975782,-10377518,5616761,Prospect Park - East River Road,2021/02/01 00:00:00+00,2021/03/21 07:00:19+00,685
-93.2414254326358,44.9814522815741,0010XX UNIVERSITY AVE SE,MP202121832         ,2     ,2021/01/31 00:00:00+00,1625,2021/01/30 00:00:00+00,2021/01/31 16:25:00+00,2000,BURGD   ,BURGLARY OF DWELLING          ,06 ,2021/02/01 00:00:00+00,17721,-93.24143329,44.98145779,-10379588,5618602,Marcy Holmes,2021/02/01 00:00:00+00,2021/03/21 07:00:19+00,686
-93.2076218284943,44.9475749030294,0030XX 46TH AVE S,MP202121873         ,3     ,2021/01/31 00:00:00+00,1826,2021/01/31 00:00:00+00,2021/01/31 18:26:00+00,1700,BURGD   ,BURGLARY OF DWELLING          ,06 ,2021/02/01 00:00:00+00,11096,-93.20762328,44.94758062,-10375825,5613272,Cooper,2021/02/01 00:00:00+00,2021/03/21 07:00:19+00,687
-93.2192190788123,44.9205858129951,0045XX HIAWATHA AVE ,MP202121877         ,3     ,2021/01/31 00:00:00+00,2107,2021/01/31 00:00:00+00,2021/01/31 21:07:00+00,1739,SHOPLF  ,SHOPLIFTING                   ,07 ,2021/02/01 00:00:00+00,21628,-93.21921931,44.92059183,-10377116,5609028,Hiawatha,2021/02/01 00:00:00+00,2021/03/21 07:00:19+00,688
-93.2880120632702,44.9600158820225,0022XX LYNDALE AVE S,MP202121880         ,5     ,2021/01/31 00:00:00+00,2009,2021/01/31 00:00:00+00,2021/01/31 20:09:00+00,1750,BURGB   ,BURGLARY OF BUSINESS          ,06 ,2021/02/01 00:00:00+00,16534,-93.28801715,44.96002038,-10384774,5615229,Lowry Hill East,2021/02/01 00:00:00+00,2021/03/21 07:00:19+00,689
-93.2288310523524,45.003636519944,0015XX NEW BRIGHTON BLVD ,MP202121926         ,2     ,2021/01/31 00:00:00+00,1919,2021/01/31 00:00:00+00,2021/01/31 19:19:00+00,1855,SHOPLF  ,SHOPLIFTING                   ,07 ,2021/02/01 00:00:00+00,21511,-93.22883412,45.00363907,-10378186,5622094,Northeast Park,2021/02/01 00:00:00+00,2021/03/21 07:00:19+00,690
-93.2247886335739,44.9736044258016,0009XX WASHINGTON AVE SE,MP202121953         ,2     ,2021/01/31 00:00:00+00,1930,2021/01/31 00:00:00+00,2021/01/31 19:30:00+00,200,CSCR    ,CSC - RAPE                    ,03 ,2021/02/01 00:00:00+00,22801,-93.22479655,44.97360851,-10377736,5617367,Prospect Park - East River Road,2021/02/01 00:00:00+00,2021/03/21 07:00:19+00,691
-93.2344814554895,44.9786881796045,0015XX UNIVERSITY AVE SE,MP202122043         ,2     ,2021/02/01 00:00:00+00,241,2021/01/31 00:00:00+00,2021/02/01 02:41:00+00,2155,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/02/01 00:00:00+00,16634,-93.2344821,44.97868889,-10378815,5618167,University of Minnesota,2021/02/01 00:00:00+00,2021/03/21 07:00:19+00,692
-93.3146021956801,45.0033189368079,0023XX UPTON AVE N,MP202122070         ,4     ,2021/01/31 00:00:00+00,2225,2021/01/31 00:00:00+00,2021/01/31 22:25:00+00,2225,BURGD   ,BURGLARY OF DWELLING          ,06 ,2021/02/01 00:00:00+00,14892,-93.314603,45.00332346,-10387734,5622044,Willard - Hay,2021/02/01 00:00:00+00,2021/03/21 07:00:19+00,693
-93.2472554988297,44.9671728315666,0006XX CEDAR AVE S,MP202122090         ,1     ,2021/02/01 00:00:00+00,47,2021/01/31 00:00:00+00,2021/02/01 00:47:00+00,2200,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/02/01 00:00:00+00,19222,-93.24725864,44.96717526,-10380237,5616355,Cedar Riverside,2021/02/01 00:00:00+00,2021/03/21 07:00:19+00,694
-93.2625538081183,44.9626982536875,,MP202122107         ,3     ,2021/01/31 00:00:00+00,2347,2021/01/31 00:00:00+00,2021/01/31 23:47:00+00,2200,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/02/01 00:00:00+00,,-93.26255,44.9627,-10381940,5615651,Ventura Village,2021/02/01 00:00:00+00,2021/03/21 07:00:19+00,695
-93.2107838982944,44.9483441986552,0043XX LAKE ST E,MP202122124         ,3     ,2021/02/01 00:00:00+00,211,2021/01/31 00:00:00+00,2021/02/01 02:11:00+00,2355,ROBPAG  ,ROBBERY PER AGG               ,04 ,2021/02/01 00:00:00+00,14494,-93.2107897,44.94834439,-10376177,5613393,Cooper,2021/02/01 00:00:00+00,2021/03/21 07:00:19+00,696
-93.2316697286502,44.9833648350475,0007XX 15TH AVE SE,MP202122138         ,2     ,2021/02/01 00:00:00+00,19,2021/02/01 00:00:00+00,2021/02/01 00:19:00+00,19,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/02/01 00:00:00+00,16599,-93.23167136,44.98337091,-10378502,5618903,Marcy Holmes,2021/02/01 00:00:00+00,2021/03/21 07:00:19+00,697
-93.2616375265284,44.9698421578286,,MP202122139         ,1     ,2021/02/01 00:00:00+00,104,2021/02/01 00:00:00+00,2021/02/01 01:04:00+00,10,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/02/01 00:00:00+00,,-93.26164,44.96985,-10381838,5616775,Elliot Park,2021/02/01 00:00:00+00,2021/03/21 07:00:19+00,698
-93.2882905410083,44.9057949418263,0053XX LYNDALE AVE S,MP202122172         ,5     ,2021/02/01 00:00:00+00,201,2021/02/01 00:00:00+00,2021/02/01 02:01:00+00,201,BURGB   ,BURGLARY OF BUSINESS          ,06 ,2021/02/01 00:00:00+00,14674,-93.28829116,44.90579745,-10384805,5606703,Tangletown,2021/02/01 00:00:00+00,2021/03/21 07:00:19+00,699
-93.2881018947986,44.9474795350847,0030XX LYNDALE AVE S,MP202122176         ,5     ,2021/02/01 00:00:00+00,210,2021/02/01 00:00:00+00,2021/02/01 02:10:00+00,203,BURGB   ,BURGLARY OF BUSINESS          ,06 ,2021/02/01 00:00:00+00,19250,-93.28810737,44.94748459,-10384784,5613257,Lyndale,2021/02/01 00:00:00+00,2021/03/21 07:00:19+00,700
-93.2880300295759,44.9564307155531,0025XX LYNDALE AVE S,MP202122213         ,5     ,2021/02/01 00:00:00+00,356,2021/01/31 00:00:00+00,2021/02/01 03:56:00+00,1,ROBPER  ,ROBBERY OF PERSON             ,04 ,2021/02/01 00:00:00+00,16748,-93.28803756,44.95643679,-10384776,5614665,Whittier,2021/02/01 00:00:00+00,2021/03/21 07:00:19+00,701
-93.3163179778728,44.9151406704991,0048XX VINCENT AVE S,MP202122271         ,5     ,2021/02/01 00:00:00+00,808,2021/01/30 00:00:00+00,2021/02/01 08:08:00+00,2100,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/02/01 00:00:00+00,14196,-93.31632582,44.91514188,-10387925,5608172,Fulton,2021/02/01 00:00:00+00,2021/03/21 07:00:19+00,702
-93.2714830620424,44.9600476644114,0022XX CLINTON AVE ,MP202122286         ,5     ,2021/02/01 00:00:00+00,1049,2021/01/29 00:00:00+00,2021/02/01 10:49:00+00,605,BURGB   ,BURGLARY OF BUSINESS          ,06 ,2021/02/01 00:00:00+00,21234,-93.271486,44.96005068,-10382934,5615234,Whittier,2021/02/01 00:00:00+00,2021/03/21 07:00:19+00,703
-93.24871076959,44.9875836642696,0005XX 4TH AVE SE,MP202122296         ,2     ,2021/02/01 00:00:00+00,901,2021/01/31 00:00:00+00,2021/02/01 09:01:00+00,2100,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/02/01 00:00:00+00,17390,-93.24871862,44.98758777,-10380399,5619567,Marcy Holmes,2021/02/01 00:00:00+00,2021/03/21 07:00:19+00,704
-93.2101730439012,44.9492533529204,0029XX 44TH AVE S,MP202122333         ,3     ,2021/02/01 00:00:00+00,1116,2021/01/31 00:00:00+00,2021/02/01 11:16:00+00,2200,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/02/01 00:00:00+00,13702,-93.21017864,44.94925354,-10376109,5613536,Cooper,2021/02/01 00:00:00+00,2021/03/21 07:00:19+00,705
-93.2765765097033,44.9633148000645,0019XX 1ST AVE S,MP202122406         ,5     ,2021/02/01 00:00:00+00,1358,2021/01/30 00:00:00+00,2021/02/01 13:58:00+00,1900,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/02/01 00:00:00+00,15018,-93.2765804,44.96331994,-10383501,5615748,Steven's Square - Loring Heights,2021/02/01 00:00:00+00,2021/03/21 07:00:19+00,706
-93.2307085312962,45.0267899373717,0032XX CLEVELAND ST NE,MP202122470         ,2     ,2021/02/01 00:00:00+00,1418,2021/01/07 00:00:00+00,2021/02/01 14:18:00+00,1418,TMVP    ,THEFT-MOTR VEH PARTS          ,07 ,2021/02/01 00:00:00+00,10263,-93.23071131,45.02679381,-10378395,5625740,Waite Park,2021/02/09 00:00:00+00,2021/03/21 07:00:19+00,707
-93.2956387600324,44.995772643633,0016XX FREMONT AVE N,MP2021700682        ,4     ,2021/01/29 00:00:00+00,956,2021/01/25 00:00:00+00,2021/01/29 09:56:00+00,800,BURGD   ,BURGLARY OF DWELLING          ,06 ,2021/02/01 00:00:00+00,22160,-93.29564279,44.99577858,-10385623,5620856,Near - North,2021/02/02 00:00:00+00,2021/03/21 07:00:19+00,708
-93.2409942412994,44.9350167606465,0037XX 22ND AVE S,MP2021700715        ,3     ,2021/01/30 00:00:00+00,1018,2021/01/30 00:00:00+00,2021/01/30 10:18:00+00,700,BURGD   ,BURGLARY OF DWELLING          ,06 ,2021/02/01 00:00:00+00,11780,-93.24099829,44.93501775,-10379540,5611297,Standish,2021/02/02 00:00:00+00,2021/03/21 07:00:19+00,709
-93.2957285915608,44.9488083141703,0029XX FREMONT AVE S,MP2021700728        ,5     ,2021/01/31 00:00:00+00,1351,2020/11/01 00:00:00+00,2021/01/31 13:51:00+00,0,BIKETF  ,BIKE THEFT                    ,07,2021/02/01 00:00:00+00,17307,-93.29573677,44.94880987,-10385633,5613466,Lowry Hill East,2021/02/01 00:00:00+00,2021/03/21 07:00:19+00,710
-93.2941116240494,44.9919737125906,,MP2021700734        ,4     ,2021/01/31 00:00:00+00,1858,2021/01/31 00:00:00+00,2021/01/31 18:58:00+00,1400,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2021/02/01 00:00:00+00,,-93.29412,44.99198,-10385453,5620258,Near - North,2021/02/02 00:00:00+00,2021/03/21 07:00:19+00,711
-93.271788489239,44.9773664469728,0006XX NICOLLET MALL  ,MP202113723         ,1     ,2021/01/20 00:00:00+00,1359,2021/01/20 00:00:00+00,2021/01/20 13:59:00+00,1355,THEFT   ,OTHER THEFT                   ,07 ,2021/01/20 00:00:00+00,21933,-93.2717965,44.97736687,-10382968,5617959,Downtown West,2021/02/04 00:00:00+00,2021/03/21 07:00:19+00,712
-93.2452522557461,44.9823227872456,0002XX 8TH AVE SE,MP202120196         ,2     ,2021/01/29 00:00:00+00,1300,2021/01/29 00:00:00+00,2021/01/29 13:00:00+00,400,BURGD   ,BURGLARY OF DWELLING          ,06 ,2021/02/04 00:00:00+00,20475,-93.24525601,44.98232443,-10380014,5618739,Marcy Holmes,2021/02/05 00:00:00+00,2021/03/21 07:00:19+00,713
-93.3069575326123,45.0105212895061,0029XX OLIVER AVE N,MP202122282         ,4     ,2021/02/01 00:00:00+00,800,2021/01/31 00:00:00+00,2021/02/01 08:00:00+00,200,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2021/02/04 00:00:00+00,19855,-93.30696213,45.01052688,-10386883,5623178,Jordan,2021/02/04 00:00:00+00,2021/03/21 07:00:19+00,714
-93.2581790126846,44.9645351609843,0018XX 11TH AVE S,MP202123122         ,3     ,2021/02/02 00:00:00+00,1120,2021/02/01 00:00:00+00,2021/02/02 11:20:00+00,2230,DASLT2  ,2ND DEG DOMES ASLT            ,05 ,2021/02/03 00:00:00+00,18574,-93.25818703,44.96454128,-10381453,5615940,Ventura Village,2021/02/09 00:00:00+00,2021/03/21 07:00:19+00,715
-93.2578107034181,44.967986353683,0011XX 15TH ST E,MP202123233         ,1     ,2021/02/02 00:00:00+00,1428,2021/02/01 00:00:00+00,2021/02/02 14:28:00+00,1200,DASTR   ,DOMESTIC ASSAULT/STRANGULATION,05,2021/02/04 00:00:00+00,20021,-93.25781317,44.96798747,-10381412,5616483,Elliot Park,2021/02/04 00:00:00+00,2021/03/21 07:00:19+00,716
-93.290626160747,45.0322308382294,0042XX BRYANT AVE N,MP202123267         ,4     ,2021/02/02 00:00:00+00,1523,2021/02/02 00:00:00+00,2021/02/02 15:23:00+00,1523,TFPER   ,THEFT FROM PERSON SNATCH/GRAB ,07 ,2021/02/04 00:00:00+00,21228,-93.29062866,45.03223698,-10385065,5626597,Webber - Camden,2021/02/04 00:00:00+00,2021/03/21 07:00:19+00,717
